Company Name,Company Type,Link,About Us,Affiliations,Website,Social Media 1,Social Media 2,Social Media 3,Address,Advisor & Cert Num,Number of Advisors,Number of Xero Certs,Phone Number
Borst Accounting Solutions LLC,Accountant,https://www.xero.com/advisors/accountant/borst-accounting-solutions-llc-d34fcda6fe6a/,"Borst Accounting Solutions LLC (BAS) specializes in the set-up and on-going operations of accounting systems, as well as the clean-up of existing software challenges and issues.  Services are provided on a project basis or on an on-going basis, offering companies an affordable option to hiring an in-house bookkeeper or accountant.  BAS is led by Linda Borst, a Gold Xero Partner and CPA.",American Institute of CPAs,http://www.borstaccounting.com,https://www.twitter.com/laborst4,https://www.linkedin.com/in/lindaborst?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base%3BgG2sYmB2RQiIVXOqLj4cIw%3D%3D,,"827 North Haddow Avenue, Arlington Heights, 60004, Illinois",,,,+1 8476870415
"Padgett Louisiana, LLC",Accountant,https://www.xero.com/advisors/accountant/padgett-louisiana-llc-ae606471ddef/,"We literally wrote the book on Xero. Our founder, Amanda Aguillard, leveraged her nearly ten years of use to write Xero: A Comprehensive Guide for Accountants and Bookkeepers. ; 
    What are we really good at? Setting up new Xero files, integrating Xero with other apps, and reviewing and cleaning up work you've already done. We handle the accounting with Xero, so that you can focus on your business. You probably became a business owner to do what you love, not things like taxes, accounting, or managing payroll.
    
    What kinds of businesses do we work with? Solo and small law firms, engineering firms, marketing and PR agencies, consultants, and influencers. With over 50 years of business experience, Padgett is here to help you maintain the financial health of your business and reclaim your time.",,http://louisiana.padgettadvisors.com,,,,"1 Galleria Boulevard, Metairie, 70001, Louisiana","Padgett Louisiana, LLC advisors: 3 - Xero certifications: 1",3,1,+1 504-688-3446
"Dickinson & Clark CPAs, PC",Accountant,https://www.xero.com/advisors/accountant/dickinson-clark-cpas-pc-6f4ab70a680c/,"We want to be your most trusted advisor. We offer accounting, payroll, tax compliance, year end planning, and business consulting services tailored to your needs and budget. We offer a free initial consultation to see if we are the right fit for you.",American Institute of CPAs,http://dccpas.com/,https://www.facebook.com/dccpas,https://www.twitter.com/FarmCPAfirm,https://www.linkedin.com/company/dccpas,"535 West Broadway, Suite 300, Council Bluffs, 51503, Iowa",,,,+1 712-328-2600
Aqua Tax and Accounting Services LLC,Accountant,https://www.xero.com/advisors/accountant/aqua-tax-and-accounting-services-llc-5a2de02d9606/,"Aqua Tax & Accounting Services LLC is a full services tax and accounting firm. Our founder has 29 years of experience as a CFO in addition to over 25 years of tax preparation. What sets us apart is his deep understanding of how a business runs. His experience goes beyond reporting numbers and filing returns. With a special focus on manufacturing, distribution, food service, construction, medical practices, massage & acupuncture practices, executive coaches, property management, real estate, including entrepreneurs and individuals of all income levels. Our staff consist of a CPA, an Enrolled Agent and seasoned tax preparers. We offer a broad range of services that are tailored just for you. It is our mission to deliver exceptional one on one service, to always be available to you, our valued clients.",National Association of Tax Professionals,http://aquataxaccounting.com,http://facebook.com/frank.daquino.9,https://www.twitter.com/FrankDAquino2,https://www.linkedin.com/in/frank-d-aquino-e-a-baa63114?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B6QclTmkqQKCllSNcz31ZTA%3D%3D,"189 Main Street, Staten Island, Richmond County, 10307, New York",,,,+718 554-4414
Bean Ninjas Europe,Accountant,https://www.xero.com/advisors/accountant/bean-ninjas-europe-699eb09003d0/,"Bean Ninjas are award winning Xero bookkeeping specialists. ; From years of dedication to Xero we have built up an extensive knowledge and know how of how to deliver efficient, effective and hands off bookkeeping using the latest integrations and software.
    Bean Ninjas cater to a wide range of clients and we have also focused on E-Commerce businesses selling via Shopify or Amazon. Utilising A2X we can create a custom solution for you and your business.
    Being a market leader has enabled us to develop an education academy to help you understand your business and what the numbers mean so you can get the most out of our monthly management reports!",Association of Chartered Certified Accountants,https://beanninjas.com/,https://www.facebook.com/BeanNinjas/,https://www.twitter.com/BeanNinjas,https://www.linkedin.com/company/bean-ninjas/,,,,,
Let's Ledger,Accountant,https://www.xero.com/advisors/accountant/lets-ledger-4ebc3b393fe0/,"Traditional accounting firms don’t understand ecommerce industries. Before you can even begin, you’re faced with guesswork and confusion, lack of time, deficit of accrual accounting knowledge, and disorganization.; 
    To first understand your books, we have to understand you. We follow an individual and qualitative approach with each client to uncover errors. We make it our responsibility at each to stage to offer proper solutions and restore confidence in your books.",,http://www.letsledger.com,,,,,,,,
Momentum Accounting,Accountant,https://www.xero.com/advisors/accountant/momentum-accounting-c3bcf58e104f/,"Momentum Accounting provides CFO, controller, bookkeeping and payroll services to small businesses in the San Francisco Bay Area and beyond! We are one of the most progressive accounting firms in the country. We combine the best cloud technology with the right people and the right processes to build custom accounting systems for our clients. Let us handle the accounting so you can grow your business!",,http://www.momentumcpa.com,,,,,,,,
Harvest Tax & Accounting,Accountant,https://www.xero.com/advisors/accountant/harvest-tax-accounting-eb61a6a64507/,"At Harvest Bookkeeping we believe that owning a small business should be simple, fun and profitable.; We deliver stability and growth while giving the business owner the freedom to focus on their Mission, Goals & Family.",American Institute of CPAs,https://harvestcpafirm.com/,,,,"7588 Central Parke Boulevard, Suite 319, Mason, 45040, Ohio",,,,+1 513-444-2111
TaxSolutionS,Accountant,https://www.xero.com/advisors/accountant/taxsolutions-90323149fcc7/,"We have solutions EN ESPAÑOL.  We help small-to-medium size companies stay out tax trouble and, if they are already in trouble, we help them get out.  We offer bookkeeping, payroll, tax and IRS audit representation.  Nuestra especialidad son los negocios hispanos y nuestro personal es completamente bilingue.",,http://taxsoluciones.com,,,,"3100 W Northwest Hwy Ste A, Dallas, 75220, TX",,,,+1 2149049090
"Daniel Sant, CPA",Accountant,https://www.xero.com/advisors/accountant/daniel-sant-cpa-7e3f4584cb28/,"Our team of Accountants understand the type of accounting information that is relevant to informed decision making and when and how to implement systems, routines, and controls that protect investments. We provide relevant accounting information, detailed analysis, and clear communication in a timely manner.","Association of Financial Advisers, American Institute of CPAs",https://santcpa.com/,https://www.facebook.com/santcpa,,,,"Daniel Sant, CPA advisors: 3 - Xero certifications: 5",3,5,
Burgess & Associates,Accountant,https://www.xero.com/advisors/accountant/burgess-associates-c77fc02ca08f/,"We believe that good accounting is more than number crunching; it's a partnership. We do all the usual things you'd expect your accountant to do – bookkeeping, payroll, tax planning and preparation, financial statements, and keeping on top of your compliance requirements. In addition, however, we build proactive relationships with our clients to help their businesses succeed. Together we'll help you thrive.",,https://www.burgessassociates.cpa/,,,,"2122 General Booth Boulevard, Suite 3, Virginia Beach, 23454, Virginia",,,,+1 757-301-5063
Sentinel Tax & Business Solutions,Accountant,https://www.xero.com/advisors/accountant/sentinel-tax-business-solutions-4d56be0c1fa1/,"Sentinel Tax & Business Solutions was founded in 2014, focusing on small real estate investors who needed reliable accounting services. We have continuously expanded since then, adding new industries to our portfolio of expertise. These include residential and commercial cleaning businesses, several restaurants, retail stores, and startups in crypto space. Sentinel partners with Gusto to manage our clients' payroll needs. Typically, our monthly fee includes year end tax returns for the business and the owners. We have experience preparing individual, partnership, and S-corporation tax returns.",American Institute of CPAs,http://www.sentineltbs.com,https://www.facebook.com/sentineltbs,,,"928 Broadwater Avenue, Suite 240, Billings, 59101, Montana",Sentinel Tax & Business Solutions advisors: 3 - Xero certifications: 3,3,3,+406 6702596
HLB Mann Judd - Sydney,Accountant,https://www.xero.com/advisors/accountant/hlb-mann-judd-sydney-d27bf314b1e5/,"HLB Mann Judd, a leading chartered accounting and advisory group, believes that experience and expertise are just as important as building genuine relationships. Winning the BRW Client Choice Award for two consecutive years highlights our commitment to our clients.
; 
    Present in all capital cities in Australia and New Zealand, we are big enough to support your growth yet small enough to give your business the personal attention it deserves.
    
    Let us ensure you get the Xero experience that is most relevant to your business needs.",,http://www.hlb.com.au/,,,,"10 Shelley Street, Sydney, 2000, New South Wales",,,,+61 290204000
